video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=XlEIkxVzVrQ&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@MHFIN,MHFIN,Austin Housing Crash: Phase 2 Has Finally Started,58K,2 months,See Foreclosure Listings → Statewide Texas: https://www.foreclosure.com/state/tx?rsp=3670.,2026-02-03 04:15:46.707247
/shorts/YeqdZ5Lvtk4,/@ReventureConsulting,Reventure Consulting,"$100,000 price cuts in Austin, TX (the crash is getting real)",27K,8 days,"Join 1000000+ users using Reventure App to find undervalued markets, avoid housing bubbles, and plan their next move.",2026-02-03 04:15:46.708500
/watch?v=vVEY4pUx5uQ&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@ModernEconomist,Modern Economy,BREAKING: The Austin & Dallas Texas Crash Is Far Worse Than Anyone Imagined,3.6K,2 months,"Texas's two biggest housing powerhouses, Austin and Dallas, are finally feeling the pressure. In this in-depth report, we uncover ...",2026-02-03 04:15:46.709570
/watch?v=gXF_CBK1A8s&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,Austin housing market: Rent prices fall but tenants see little relief | FOX 7 Austin,4K,3 months,"Rent prices in Austin have dipped slightly, but rising fees and income-linked rent limits mean many residents are still struggling to ...",2026-02-03 04:15:46.711752
/shorts/EyHbqwuTGQQ,/@DeepResearchRealEstate,Deep Research Real Estate,Why Austin’s Housing Market Is Falling Apart,1.5K,6 months,"Austin's housing boom has taken a wild turn — and it's causing quite a stir in Austin, Texas! Prices are plummeting, tech jobs are ...",2026-02-03 04:15:53.382538
/watch?v=pQjXjmwfYmE&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@StatesExposed,Engineer Max,Governor Of Texas PANICS After Tech Layoffs CRASH Austin Real Estate Market!,283K,2 months,Governor Of Texas PANICS After Tech Layoffs CRASH Austin Real Estate Market! Austin's once-explosive housing market is ...,2026-02-03 04:15:53.384108
/shorts/Vlie3aupkro,/@ReventureConsulting,Reventure Consulting,"Austin, TX is crashing. Just how bad will it get?",27K,3 months,"Just how bad is Austin, Texas's housing crash going to get? Since mid-2022, home values are down 23%, and rents are down ...",2026-02-03 04:15:53.387302
/watch?v=Ml4U1XetI_o&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@tuckersellsaustintx,"Tucker Cummings - Austin, TX Real Estate","Austin, TX Housing Market 2025: Real Data Breakdown and What to Expect!",834,2 months,"Is the Austin, TX housing market really crashing, stabilizing, or heating back up? In this video, I break down the real 2025 Austin ...",2026-02-03 04:15:53.389236
/watch?v=24xj_sfdTWc&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,Will this new program solve Austin's housing crisis? | FOX 7 Austin,381,2 years,Austin City Council member Ryan Alter joins FOX 7 Austin's Mike Warren to discuss the impact of a new density bonus program ...,2026-02-03 04:15:53.391633
/watch?v=p5tuXE3jxEY&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@JordanSuber-real-estate,Jordan Suber | Real Estate Investing,Is the Austin Texas Housing Market Crashing? (2026 Forecast),148,2 months,Book your FREE consultation now: https://calendly.com/jordansuberrealtor/real-estate-consultation And learn more about us here: ...,2026-02-03 04:15:53.393764
/shorts/pU1l0Db83U4,/@The_Wilson_Way,Alisha & Matthew Wilson | Austin Suburbs Realtors,Is The Austin Texas Housing Market About To CRASH In 2025?,1K,3 months,Home prices are actually up 61% since 2020… but don't grab your crash helmet just yet. The 2025 slowdown isn't 2008 all ...,2026-02-03 04:15:53.397005
/shorts/L6MQQfGv2jU,/@ReventureConsulting,Reventure Consulting,No one expected this. (40% condo crash in Austin TX),29K,6 days,"Join 1000000+ users using Reventure App to find undervalued markets, avoid housing bubbles, and plan their next move.",2026-02-03 04:15:53.399856
/watch?v=RDjOzJdVEHY&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,"Austin “is facing an unprecedented housing crisis,” city council says I FOX 7 Austin",510,4 years,"The City of Austin needs at least 135000 additional housing units in the city over the next decade to meet housing needs, ...",2026-02-03 04:15:53.401292
/watch?v=xpVGa11Q3Yk&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@KVUETV,KVUE,Boomtown 2040: Austin realtors worried about housing crisis | KVUE,335,6 years,The city is seeing record home sales and record low home inventory. STORY: ...,2026-02-03 04:15:53.403763
/watch?v=rEp25FF61hc&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz0gcJCZEKAYcqIYzv,/@ihearttheatx,"Ashley Brinkman | Austin, TX Real Estate",MASTER the Secrets of the 2026 Austin Housing Market Predictions!,1.4K,1 month,MASTER the Secrets of the 2026 Austin Housing Market Predictions! Master the latest insights on the 2026 housing market in ...,2026-02-03 04:15:53.406363
/watch?v=Xtfn-bFhG9A&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@kxan_news,KXAN,"In the thick of a housing crisis, is Austin's real estate market racially equitable?",572,2 years,"There are systemic factors that affect racial equality in real estate, according to researchers. On Wednesday, the Urban Land ...",2026-02-03 04:15:53.407706
/watch?v=j5nOFrVAPWc&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@kxan_news,KXAN,Waitlists open up for Austin affordable housing — why not everyone will get on it,754,3 years,"In a city grappling with a housing crisis, there's a small window of opportunity to — maybe — get an affordable home. Read more ...",2026-02-03 04:15:53.409018
/watch?v=MGjFel6DnLw&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@AdamInAustin,Living in Austin With Adam in Austin,Something Weird Is Happening In The Austin Housing Market,27K,1 month,Book a FREE Call with me here - https://linktr.ee/adaminaustin Call/Text Direct at (512) 765-4086 Email: ...,2026-02-03 04:15:53.413265
/watch?v=tqQG6IjB4yU&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@kxan_news,KXAN,Home builders say construction ban will worsen Austin's housing crisis,494,5 years,Austin home builders say residential construction should continue while the Stay Home – Work Safe order is in place.,2026-02-03 04:15:53.414679
/shorts/C__Gcm39ka4,/@RealEstateMarketWatch,Real Estate Market Watch,Austin's Housing Market Just Broke Records!,2.3K,4 months,"Austin's Housing Market Just Broke Records! Austin, Texas — long known for its slogan “Keep Austin Weird” — has now taken on ...",2026-02-03 04:16:01.213300
/watch?v=uzzGz4yChC8&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,An in-depth look at Austin's housing shortage | FOX 7 Austin,872,3 years,Supply chain issues and land development codes are putting a strain on home builders and the housing shortage.,2026-02-03 04:16:01.214781
/watch?v=V6G8b5xMI8c&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,President Trump proposes 50-year mortgage to tackle affordability crisis | FOX 7 Austin,491,2 months,"President Trump is tackling the affordability crisis with a focus on lowering the cost of housing, and his first proposal is the creation ...",2026-02-03 04:16:01.216305
/watch?v=WGPhn1ViYyo&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz0gcJCZEKAYcqIYzv,/@kxan_news,KXAN,"Housing crisis affecting tiny, mobile homes",1.1K,3 years,"KXAN's Jennifer Sanders reports that rising home costs are also happening with tiny and mobile homes, putting the squeeze to ...",2026-02-03 04:16:01.219025
/watch?v=tmGTEydm0Gc&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@kxan_news,KXAN,Housing affordability is city’s #1 challenge — a threat to Austin as we know it,1K,4 years,Austin's affordability crisis is reaching a boiling point. READ MORE: ...,2026-02-03 04:16:01.220651
