video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=B3UIVXNs8TE&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@SeattleChannel21,Seattle Channel,Can housing choices support a more equitable Seattle?,94,7 years,"The legacy of redlining, restrictive covenants and zoning still impacts racial equity, access to opportunity and wealth creation in ...",2026-02-03 04:09:35.258199
/watch?v=GXNGAorPdus&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,New zoning law hopes to lower housing costs,7.2K,8 months,"""Upzoning"" hopes to lower housing costs in Seattle by adding more housing units onto a lot by building vertically.",2026-02-03 04:09:35.259454
/watch?v=bvfepHabmoQ&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,Seattle City Council approves zoning changes,1K,6 years,"Seattle's City Council approved a sweeping series of zoning changes across the city, years in the making. It will touch nearly every ...",2026-02-03 04:09:35.260743
/watch?v=K7JbIPBUjaE&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@EmilyCressey-LivingInSeattleWA,"Emily Cressey - Living In Seattle, Washington","Seattle Real Estate Update: New Zoning Laws, ADUs & Middle Housing Explained!",358,7 months,"Big changes are on the horizon for Seattle's growth and real estate market! In the last 30 years, our city's zoning laws have ...",2026-02-03 04:09:35.266263
/watch?v=cLFVBRlT1As&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@fox13seattle,FOX 13 Seattle,Seattle City Council debates industrial zoning changes,307,2 years,"The Seattle City Council will debate the future of the city's industrial and maritime areas, with potential protections and rezones on ...",2026-02-03 04:09:41.908258
/watch?v=7nuhNgFR-Z8&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@MarkLeingangRE,Mark Leingang | Real Estate & Zoning Insights,Zoning Just Changed: Your Seattle-Area Property Could Be Worth More Than You Think,171,7 months,Washington just changed its zoning laws—your property might now be eligible for higher density and worth more to a developer.,2026-02-03 04:09:41.912111
/watch?v=Pl1dfk_iPIY&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,Seattle City Council approves zoning changes,652,6 years,"After years of debate and public input, Seattle City leaders approved a plan that will bring zoning changes and more density to ...",2026-02-03 04:09:41.913905
/watch?v=hh8vr2M9kko&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@komonews,KOMO News,Seattle Land Use committee approves proposal converting commercial space to housing,2.1K,1 year,Downtown Seattle could soon have more housing and less commercial space. The city's Land Use Committee on Wednesday ...,2026-02-03 04:09:41.915933
/watch?v=seTszqwicPY&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@fox13seattle,FOX 13 Seattle,Seattle Mayor Harrell unveils new ideas to face city's housing crisis | FOX 13 Seattle,1K,1 year,Seattle is in a housing and homelessness crisis. Mayor Bruce Harrell's update to the One Seattle proposed zoning plan aims to ...,2026-02-03 04:09:41.918424
/watch?v=WXPW_tC29sw&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,State board strikes down Seattle's SODO housing plan,1.7K,2 months,The Port of Seattle does not want there to be housing in this industrial neighborhood. Now it may get its way. READ MORE: ...,2026-02-03 04:09:41.921952
/watch?v=lAA_oKLFjyk&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,Upzoning in Seattle,222,7 years,KING 5's Natalie Swaby reports.,2026-02-03 04:09:41.923835
/watch?v=219g0uqxBeQ&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,"""Upzoning"" adding value to Seattle housing market",589,6 years,Taller buildings create more affordable housing options while increasing existing property values for homeowners.,2026-02-03 04:09:41.926284
/watch?v=TAlQZwRUZxI&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@fox13seattle,FOX 13 Seattle,Seattle Mayor reveals draft plan to increase housing density | FOX 13 Seattle,3.6K,1 year,This draft proposal is estimated to create at least 100000 new units of housing over the next 20 years. Part of his plan is to add 24 ...,2026-02-03 04:09:41.928863
/watch?v=tWey5Fp-LNI&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt0gcJCZEKAYcqIYzv,/@SeattleChannel21,Seattle Channel,Seattle City Council Lunch & Learn: Housing Development & Anti-Displacement Strategies,168,6 years,Lunch and Learn on Anti-Displacement Strategies with community partners hosted by Councilmember Teresa Mosqueda.,2026-02-03 04:09:41.932108
/watch?v=TBIqeOMU9jE&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt0gcJCZEKAYcqIYzv,/@SeattleOPCD,Seattle Office of Planning and Community Development,One Seattle Plan Zoning Update,334,1 year,Seattle's Comprehensive Plan is a roadmap for where and how our city will grow and invest in our communities over the next 20 ...,2026-02-03 04:09:41.933587
/watch?v=PbIqw3FgX_4&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@SeattleChannel21,Seattle Channel,City Inside/Out Local Issues: Upzoning the U District,1.8K,9 years,"Seattle is booming, but where should everyone live? City leaders will vote next month on some controversial zoning changes for ...",2026-02-03 04:09:41.934856
/watch?v=sjdsD7G1Qrk&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,Seattle review potential upzone locations,131,7 years,Seattle's plan to upzone may be held up in a legal process -- but that did not stop the city council from reviewing five potential ...,2026-02-03 04:09:41.938261
/watch?v=m_37ZRCvhOU&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,Seattle City Council committee discusses removing barriers to converting office space into housing,545,1 year,A Seattle City Council committee discussed a proposal Wednesday that would allow the conversion of vacant office space ...,2026-02-03 04:09:41.939701
/watch?v=5ODUEDaT4MU&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@HershNoeie,HershNoeie,Seattle's housing affordability through up zoning!,299,6 years,My take on Seattle and the housing affordability issue. The city has been allowing up zoning in many areas of the city. Now they ...,2026-02-03 04:09:41.942486
/watch?v=RH1eB6d4MhM&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@komonews,KOMO News,Seattle council weighs housing needs vs. tree preservation in growth plan debate,2.2K,4 months,"The public had one last chance to comment, advise, and applaud a range of amendments that will reshape Seattle's 20-year ...",2026-02-03 04:09:41.943924
/shorts/VJZfcU71cJo,/@KING5Seattle,KING 5 Seattle,Empty West Seattle lot could become transitional housing,3.2K,5 days,A new proposal for transitional housing would include 20 tiny homes and up to 72 RV parking spots in an empty West Seattle lot.,2026-02-03 04:09:41.947016
/watch?v=NWi8uWQue6M&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@fox13seattle,FOX 13 Seattle,Developers warn Seattle could face apartment shortage as construction slows,3.1K,2 months,"A leading Seattle developer says rising interest rates, regulatory burdens and slow permitting are stalling new apartment projects, ...",2026-02-03 04:09:41.949399
/watch?v=j0iFBsmlVNs&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@TheUrbanist,The Urbanist,March Urbanist Talk with Seattle Councilmember Tammy Morales,219,2 years,"Tammy Morales discusses social housing, zoning reform, 15-minute neighborhoods, traffic safety, public safety, and Sound ...",2026-02-03 04:09:41.950751
/watch?v=twvn1Zr5Ohk&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt0gcJCZEKAYcqIYzv,/@kiro7,KIRO 7 News,Government shutdown causes uncertainty in Seattle housing market,1.5K,3 months,"We're on day 16 of the government shutdown and analysts say it's already impacting the housing market, with the economic ...",2026-02-03 04:09:41.954122
/watch?v=fHJHN6G7mGI&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt0gcJCZEKAYcqIYzv,/@SeattleOPCD,Seattle Office of Planning and Community Development,"One Seattle Plan Zoning Update Virtual Info Session, December 17 2024",244,1 year,A presentation and Q&A on the Mayor's proposed zoning updates for the One Seattle Comprehensive Plan. For more info and to ...,2026-02-03 04:09:49.118724
/watch?v=oL32eBGGZpA&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@SeattleChannel21,Seattle Channel,Seattle City Council 7/19/22,99,3 years,"Agenda: Call to Order, Roll Call, Presentations; Public Comment; Adoption of Introduction and Referral Calendar, Approval of ...",2026-02-03 04:09:49.123405
/watch?v=llpgqTl1Pe0&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@komonews,KOMO News,SoDo zoning change pitched for housing on proposed Seattle arena site,3K,1 year,"Seattle City Council President Sara Nelson said she is backed by a broad coalition of labor, housing advocates, and professional ...",2026-02-03 04:09:49.127014
/watch?v=vStLfdvDu4o&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@KING5Seattle,KING 5 Seattle,New proposal would rezone dozens of Seattle neighborhoods to make way for new housing,8.8K,1 year,Seattle Mayor Bruce Harrell announced a plan that would add 330000 new housing units across the city over the next decade.,2026-02-03 04:09:49.128571
/watch?v=S2TbGRqvmwU&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@SeattlePlanningCommission,Seattle Planning Commission,"January 8, 2026 - Seattle Planning Commission Meeting",39,3 weeks,"January 8, 2026 - Seattle Planning Commission Meeting Agenda 3:00 - Chair's Notes and Introductions 3:10 - Public Comment ...",2026-02-03 04:09:49.130716
/watch?v=mIcaDK8Bz9Y&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@fox13seattle,FOX 13 Seattle,Tech layoffs ripple through Seattle as experts weigh recession vs. transition | FOX 13 Seattle,4.1K,3 hours,"As tech layoffs continue across the Puget Sound region, local businesses that rely on tech workers are feeling the impact, while ...",2026-02-03 04:09:49.132163
/watch?v=lFDCSWJDJbc&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@DavidBaginskiy,David Baginskiy,"Washington HB 1110 | How Seattle’s Middle Housing Law Impacts Homeowners, Buyers, and Investors",183,4 months,"HB 1110 Explained for Seattle Real Estate | What Washington's Middle Housing Bill Means for Homeowners, Buyers & Investors ...",2026-02-03 04:09:49.133673
/watch?v=014ctHVOCTs&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@SeanMcConnellSeattle,What's Happening in Seattle with Sean McConnell,Seattle’s Mega Transformation by 2030,444,10 days,Buying or Selling in the Seattle Area? Call or Text: 206-999-1211 Email: Sean@McConnellgroup.com Website: ...,2026-02-03 04:09:49.135087
/watch?v=mFA5dLsLS94&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@THEMADRONAGROUP,The Madrona Group | Puget Sound Real Estate,Seattle Housing Market December 2025  - The Great Housing Reset Explained,418,1 month,Is Seattle already experiencing the Great Housing Reset? Redfin coined the phrase to describe the post-COVID market transition ...,2026-02-03 04:09:49.137456
/watch?v=Xfi8KFgXT9Q&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@SeattleChannel21,Seattle Channel,"Mayor signs legislation to fill vacant storefronts, extend housing permits",176,8 months,"Mayor Bruce Harrell, joined by Councilmember Mark Solomon, signed two pieces of legislation into law that will advance the ...",2026-02-03 04:09:49.138627
/watch?v=wEGzNWcaEPw&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@FrolicCommunity,Frolic Cooperative Housing,Housing Lab Symposium: Building outside of Seattle,34,2 years,"In January, our co-founder Joshua Morrison spoke at the Housing Supply Innovation Symposium on a panel alongside Nikishka ...",2026-02-03 04:09:49.142281
/watch?v=_ORqcvJnJ3U&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@seattlelivingandwealthbuilding,Seattle Living & Wealth Building with WREG,The Party is Over. What Happens Next in Seattle? (Market Update),295,2 weeks,"For your home buying or selling needs, you can reach us at 206-369-8201 or at maynard@mwagnerteam.com Hosted by the ...",2026-02-03 04:09:49.144076
/watch?v=HHlpRMmRW40&pp=ygUVc2VhdHRsZSB6b25pbmcgcmVmb3Jt,/@SightlineOrg,Sightline Institute,Washington Takes Statewide Zoning Reform to the Next Level,62,8 months,"Lawmakers just passed groundbreaking bills on parking, TOD, and more. There's a healthy competition brewing between states ...",2026-02-03 04:09:49.147510
